,Дата,Количество лайков,Количество репостов,Количество просмотров,Количество комментариев,Количество вложений,Описание поста,Знак зодиака,Стихии
1087,2024-01-24,206,37,10010,2,1,"24 января, дева",Дева,Земля
1088,2024-01-24,171,36,6153,0,1,"24 января, весы",Весы,Воздух
1089,2024-01-24,126,34,5897,0,1,"24 января, скорпион",Скорпион,Вода
1090,2024-01-24,298,67,10569,0,1,"24 января, стрелец",Стрелец,Огонь
1091,2024-01-24,277,52,9752,0,1,"24 января, козерог",Козерог,Земля
1092,2024-01-24,1236,184,23733,5,1,"24 января, водолей",Водолей,Воздух
1093,2024-01-24,257,73,10009,1,1,"24 января, рыбы",Рыбы,Вода
1094,2024-01-23,487,74,17195,0,1,"23 января, овен",Овен,Огонь
1095,2024-01-23,832,103,17213,5,1,"23 января, телец",Телец,Земля
1096,2024-01-23,433,109,11514,1,1,"23 января, близнецы",Близнецы,Воздух
1097,2024-01-23,423,111,13113,0,1,"23 января, рак",Рак,Вода
1098,2024-01-23,300,78,8214,1,1,"23 января, лев",Лев,Огонь
1099,2024-01-23,257,115,11468,4,1,"23 января, дева",Дева,Земля
1100,2024-01-23,258,78,10150,0,1,"23 января, весы",Весы,Воздух
1101,2024-01-23,1879,379,33230,13,1,"23 января, скорпион",Скорпион,Вода
1102,2024-01-23,312,38,9181,4,1,"23 января, стрелец",Стрелец,Огонь
1103,2024-01-23,1208,234,22210,2,1,"23 января, козерог",Козерог,Земля
1104,2024-01-23,238,74,8060,3,1,"23 января, водолей",Водолей,Воздух
1105,2024-01-23,442,79,12178,3,1,"23 января, рыбы",Рыбы,Вода
1106,2024-01-22,1012,128,26394,13,1,"22 января, овен",Овен,Огонь
1107,2024-01-22,364,72,13140,3,1,"22 января, телец",Телец,Земля
1108,2024-01-22,948,124,17630,7,1,"22 января, близнецы",Близнецы,Воздух
1109,2024-01-22,277,59,9293,7,1,"22 января, рак",Рак,Вода
1110,2024-01-22,464,82,11791,3,1,"22 января, лев",Лев,Огонь
1111,2024-01-22,514,129,12677,3,1,"22 января, дева",Дева,Земля
1112,2024-01-22,767,105,15825,5,1,"22 января, весы",Весы,Воздух
1113,2024-01-22,292,152,12223,2,1,"22 января, скорпион",Скорпион,Вода
1114,2024-01-22,300,102,8154,1,1,"22 января, стрелец",Стрелец,Огонь
1115,2024-01-22,294,68,9647,1,1,"22 января, козерог",Козерог,Земля
1116,2024-01-22,366,102,13820,4,1,"22 января, водолей",Водолей,Воздух
1117,2024-01-22,1590,240,33652,14,1,"22 января, рыбы",Рыбы,Вода
1118,2024-01-21,1417,246,27345,10,1,"21 января, овен",Овен,Огонь
1119,2024-01-21,2262,380,51892,9,1,"21 января, телец",Телец,Земля
1120,2024-01-21,95,50,13957,15,0,"21 января, близнецы",Близнецы,Воздух
1121,2024-01-21,647,196,20921,8,1,"21 января, рак",Рак,Вода
1122,2024-01-21,315,63,10168,4,1,"21 января, лев",Лев,Огонь
1123,2024-01-21,501,78,12776,4,1,"21 января, дева",Дева,Земля
1124,2024-01-21,385,117,9699,5,1,"21 января, весы",Весы,Воздух
1125,2024-01-21,281,45,10602,3,1,"21 января, скорпион",Скорпион,Вода
1126,2024-01-21,381,47,10664,4,1,"21 января, стрелец",Стрелец,Огонь
1127,2024-01-21,2282,343,44744,20,1,"21 января, козерог",Козерог,Земля
1128,2024-01-21,336,115,11883,4,1,"21 января, водолей",Водолей,Воздух
1129,2024-01-21,1093,142,23663,13,1,"21 января, рыбы",Рыбы,Вода
1130,2024-01-20,1705,295,30217,6,1,"20 января, овен",Овен,Огонь
1131,2024-01-20,536,108,13018,6,1,"20 января, телец",Телец,Земля
1132,2024-01-20,339,111,12220,2,1,"20 января, близнецы",Близнецы,Воздух
1133,2024-01-20,428,126,12875,5,1,"20 января, рак",Рак,Вода
1134,2024-01-20,433,135,13834,3,1,"20 января, лев",Лев,Огонь
1135,2024-01-20,514,107,13639,6,1,"20 января, дева",Дева,Земля
1136,2024-01-20,815,184,19502,8,1,"20 января, весы",Весы,Воздух
1137,2024-01-20,98,39,13219,14,0,"20 января, скорпион",Скорпион,Вода
1138,2024-01-20,703,163,16979,6,1,"20 января, стрелец",Стрелец,Огонь
1139,2024-01-20,405,89,11108,3,1,"20 января, козерог",Козерог,Земля
1140,2024-01-20,666,138,16641,1,1,"20 января, водолей",Водолей,Воздух
1141,2024-01-20,248,40,11583,10,1,"20 января, рыбы",Рыбы,Вода
1142,2024-01-19,2244,256,44572,15,1,"19 января, овен",Овен,Огонь
1143,2024-01-19,394,93,14892,12,1,"19 января, телец",Телец,Земля
1144,2024-01-19,635,99,16506,2,1,"19 января, близнецы",Близнецы,Воздух
1145,2024-01-19,481,100,13216,3,1,"19 января, рак",Рак,Вода
1146,2024-01-19,310,79,13110,2,1,"19 января, лев",Лев,Огонь
1147,2024-01-19,530,113,11015,7,1,"19 января, дева",Дева,Земля
1148,2024-01-19,596,132,16682,7,1,"19 января, весы",Весы,Воздух
1149,2024-01-19,1045,355,24797,3,1,"19 января, скорпион",Скорпион,Вода
1150,2024-01-19,1065,153,20996,2,1,"19 января, стрелец",Стрелец,Огонь
1151,2024-01-19,557,123,13667,2,1,"19 января, козерог",Козерог,Земля
1152,2024-01-19,390,91,12793,6,1,"19 января, водолей",Водолей,Воздух
1153,2024-01-19,552,127,13168,1,1,"19 января, рыбы",Рыбы,Вода
1154,2024-01-17,1507,226,25528,6,1,"18 января, овен",Овен,Огонь
1155,2024-01-17,11438,1245,173801,18,1,"18 января, телец",Телец,Земля
1156,2024-01-17,901,233,19209,2,1,"18 января, близнецы",Близнецы,Воздух
1157,2024-01-17,611,148,15665,2,1,"18 января, рак",Рак,Вода
1158,2024-01-17,598,134,16078,1,1,"18 января, лев",Лев,Огонь
1159,2024-01-17,1333,400,22498,0,1,"18 января, дева",Дева,Земля
1160,2024-01-17,845,208,25612,3,1,"18 января, весы",Весы,Воздух
1161,2024-01-17,465,121,13092,5,1,"18 января, скорпион",Скорпион,Вода
1162,2024-01-17,592,147,14871,2,1,"18 января, стрелец",Стрелец,Огонь
1163,2024-01-17,636,108,17041,11,1,"18 января, козерог",Козерог,Земля
1164,2024-01-17,295,72,10626,6,1,"18 января, водолей",Водолей,Воздух
1165,2024-01-17,1576,506,32483,14,1,"18 января, рыбы",Рыбы,Вода
1166,2024-01-16,1361,269,28650,10,1,"17 января, овен",Овен,Огонь
1167,2024-01-16,856,154,22899,3,1,"17 января, телец",Телец,Земля
1168,2024-01-16,327,88,10866,4,1,"17 января, близнецы",Близнецы,Воздух
1169,2024-01-16,408,132,15077,8,1,"17 января, рак",Рак,Вода
1170,2024-01-16,613,185,14620,9,1,"17 января, лев",Лев,Огонь
1171,2024-01-16,1232,160,21431,10,1,"17 января, дева",Дева,Земля
1172,2024-01-16,1006,285,21926,6,1,"17 января, скорпион",Скорпион,Вода
1173,2024-01-16,458,119,12350,6,1,"17 января, стрелец",Стрелец,Огонь
1174,2024-01-16,475,159,16216,6,1,"17 января, козерог",Козерог,Земля
1175,2024-01-16,370,64,11890,3,1,"17 января, водолей",Водолей,Воздух
1176,2024-01-16,284,86,10181,2,1,"17 января, рыбы",Рыбы,Вода
1177,2024-01-15,2964,479,48743,6,1,"16 января, овен",Овен,Огонь
1178,2024-01-15,504,96,12468,4,1,"16 января, телец",Телец,Земля
1179,2024-01-15,4607,737,63037,20,1,"16 января, близнецы",Близнецы,Воздух
1180,2024-01-15,452,102,15303,3,1,"16 января, рак",Рак,Вода
1181,2024-01-15,332,92,10801,1,1,"16 января, лев",Лев,Огонь
1182,2024-01-15,380,103,10813,1,1,"16 января, дева",Дева,Земля
1183,2024-01-15,480,48,12312,4,1,"16 января, весы",Весы,Воздух
1184,2024-01-15,571,136,12430,4,1,"16 января, скорпион",Скорпион,Вода
1185,2024-01-15,2151,198,32716,7,1,"16 января, стрелец",Стрелец,Огонь
1186,2024-01-15,271,108,13093,3,1,"16 января, козерог",Козерог,Земля
1187,2024-01-15,455,96,15789,2,1,"16 января, водолей",Водолей,Воздух
1188,2024-01-15,258,63,9529,0,1,"16 января, рыбы",Рыбы,Вода
1189,2024-01-14,3010,369,46716,5,1,"15 января, овен",Овен,Огонь
1190,2024-01-14,1364,290,34635,6,1,"15 января, телец",Телец,Земля
1191,2024-01-14,1780,241,51341,5,1,"15 января, близнецы",Близнецы,Воздух
1192,2024-01-14,609,149,13317,4,1,"15 января, рак",Рак,Вода
1193,2024-01-14,415,102,10260,1,1,"15 января, лев",Лев,Огонь
1194,2024-01-14,492,96,12008,2,1,"15 января, дева",Дева,Земля
1195,2024-01-14,393,59,9943,5,1,"15 января, весы",Весы,Воздух
1196,2024-01-14,1502,171,24820,7,1,"15 января, скорпион",Скорпион,Вода
1197,2024-01-14,264,43,10159,1,1,"15 января, стрелец",Стрелец,Огонь
1198,2024-01-14,515,97,11155,3,1,"15 января, козерог",Козерог,Земля
1199,2024-01-14,286,68,10751,3,1,"15 января, водолей",Водолей,Воздух
1200,2024-01-14,311,110,9100,3,1,"15 января, рыбы",Рыбы,Вода
1201,2024-01-13,994,90,23464,13,1,"14 января, овен",Овен,Огонь
1202,2024-01-13,1579,247,29709,5,1,"14 января, телец",Телец,Земля
1203,2024-01-13,421,123,12248,1,1,"14 января, близнецы",Близнецы,Воздух
1204,2024-01-13,1799,216,29516,5,1,"14 января, рак",Рак,Вода
1205,2024-01-13,426,97,11472,2,1,"14 января, лев",Лев,Огонь
1206,2024-01-13,301,61,9183,3,1,"14 января, дева",Дева,Земля
1207,2024-01-13,161,48,7474,5,1,"14 января, весы",Весы,Воздух
1208,2024-01-13,375,52,9124,7,1,"14 января, скорпион",Скорпион,Вода
1209,2024-01-13,579,89,13407,6,1,"14 января, стрелец",Стрелец,Огонь
1210,2024-01-13,397,61,10329,3,1,"14 января, козерог",Козерог,Земля
1211,2024-01-13,309,147,9423,1,1,"14 января, водолей",Водолей,Воздух
1212,2024-01-13,510,100,13391,8,1,"14 января, рыбы",Рыбы,Вода
1213,2024-01-12,314,42,9768,4,1,"13 января, овен",Овен,Огонь
1214,2024-01-12,10943,719,192558,69,1,"13 января, телец",Телец,Земля
1215,2024-01-12,415,59,12494,6,1,"13 января, близнецы",Близнецы,Воздух
1216,2024-01-12,78,70,8984,1,1,"13 января 
 
Раки пережив эту неделю до выходных:",Рак,Вода
1217,2024-01-12,421,88,11205,4,1,"13 января, лев",Лев,Огонь
1218,2024-01-12,930,176,19342,6,1,"13 января, дева",Дева,Земля
1219,2024-01-12,326,100,11895,3,1,"13 января, весы",Весы,Воздух
1220,2024-01-12,258,65,8511,2,1,"13 января, скорпион",Скорпион,Вода
1221,2024-01-12,415,83,12198,4,1,"13 января, стрелец",Стрелец,Огонь
1222,2024-01-12,323,62,10363,6,1,"13 января, козерог",Козерог,Земля
1223,2024-01-12,949,213,22431,7,1,"13 января, водолей",Водолей,Воздух
1224,2024-01-12,641,189,15398,4,1,"13 января, рыбы",Рыбы,Вода
1225,2024-01-11,1521,210,26161,8,1,"12 января, овен",Овен,Огонь
1226,2024-01-11,421,74,10489,1,1,"12 января, телец",Телец,Земля
1227,2024-01-11,1171,268,25420,8,1,"12 января, близнецы",Близнецы,Воздух
1228,2024-01-11,356,94,11680,0,1,"12 января, рак",Рак,Вода
1229,2024-01-11,414,97,10782,0,1,"12 января, лев",Лев,Огонь
1230,2024-01-11,276,77,8886,2,1,"12 января, дева",Дева,Земля
1231,2024-01-11,403,91,10191,1,1,"12 января, весы",Весы,Воздух
1232,2024-01-11,416,78,16986,1,1,"12 января, скорпион",Скорпион,Вода
1233,2024-01-11,497,109,13331,2,1,"12 января, стрелец",Стрелец,Огонь
1234,2024-01-11,446,112,9515,0,1,"12 января, козерог",Козерог,Земля
1235,2024-01-11,485,111,11206,3,1,"12 января, водолей",Водолей,Воздух
1236,2024-01-11,1725,199,34674,4,1,"12 января, рыбы",Рыбы,Вода
1237,2024-01-10,1730,252,30714,10,1,"11 января, овен",Овен,Огонь
1238,2024-01-10,344,74,8952,2,1,"11 января, телец",Телец,Земля
1239,2024-01-10,590,153,11952,2,1,"11 января, близнецы",Близнецы,Воздух
1240,2024-01-10,247,44,8589,7,1,"11 января, рак",Рак,Вода
1241,2024-01-10,1437,171,21116,5,1,"11 января, лев",Лев,Огонь
1242,2024-01-10,261,72,11675,1,1,"11 января, дева",Дева,Земля
1243,2024-01-10,240,42,10310,1,1,"11 января, весы",Весы,Воздух
1244,2024-01-10,1605,374,31015,5,1,"11 января, скорпион",Скорпион,Вода
1245,2024-01-10,516,122,12704,3,1,"11 января, стрелец",Стрелец,Огонь
1246,2024-01-10,675,139,16844,4,1,"11 января, козерог",Козерог,Земля
1247,2024-01-10,432,86,11130,2,1,"11 января, водолей",Водолей,Воздух
1248,2024-01-10,350,105,7729,2,1,"11 января, рыбы",Рыбы,Вода
1250,2024-01-09,372,76,9258,0,1,"10 января, телец",Телец,Земля
1251,2024-01-09,734,125,13468,1,1,"10 января, близнецы",Близнецы,Воздух
1252,2024-01-09,598,117,16537,6,1,"10 января, рак",Рак,Вода
1253,2024-01-09,419,75,11874,5,1,"10 января, лев",Лев,Огонь
1254,2024-01-09,928,147,16987,7,1,"10 января, дева",Дева,Земля
1255,2024-01-09,892,194,17207,7,1,"10 января, весы",Весы,Воздух
1256,2024-01-09,399,89,11215,2,1,"10 января, скорпион",Скорпион,Вода
1257,2024-01-09,377,70,9386,1,1,"10 января, стрелец",Стрелец,Огонь
1258,2024-01-09,660,103,12750,10,1,"10 января, козерог",Козерог,Земля
1259,2024-01-09,313,55,12341,0,1,"10 января, водолей",Водолей,Воздух
1260,2024-01-09,520,110,11607,5,1,"10 января, рыбы",Рыбы,Вода
1261,2024-01-08,789,135,24551,7,1,"9 января, овен",Овен,Огонь
1262,2024-01-08,357,95,16496,7,1,"9 января, телец",Телец,Земля
1263,2024-01-08,1106,126,21969,7,1,"9 января, близнецы",Близнецы,Воздух
1264,2024-01-08,1417,222,33099,7,1,"9 января, рак",Рак,Вода
1265,2024-01-08,642,160,16362,2,1,"9 января, лев",Лев,Огонь
1266,2024-01-08,311,79,15165,2,1,"9 января, дева",Дева,Земля
1267,2024-01-08,1357,254,31619,8,1,"9 января, весы",Весы,Воздух
1268,2024-01-08,486,198,15485,6,1,"9 января, скорпион",Скорпион,Вода
1269,2024-01-08,298,81,10141,2,1,"9 января, стрелец",Стрелец,Огонь
1270,2024-01-08,666,103,13831,4,1,"9 января, козерог",Козерог,Земля
1271,2024-01-08,223,105,12032,1,1,"9 января, водолей",Водолей,Воздух
1272,2024-01-08,805,214,24980,3,1,"9 января, рыбы",Рыбы,Вода
1273,2024-01-07,360,76,11623,1,1,"8 января, овен",Овен,Огонь
1274,2024-01-07,637,95,12954,1,1,"8 января, телец",Телец,Земля
1275,2024-01-07,215,55,11402,0,1,"8 января, близнецы",Близнецы,Воздух
1276,2024-01-07,319,94,10523,3,1,"8 января, рак",Рак,Вода
1277,2024-01-07,495,77,16892,2,1,"8 января, лев",Лев,Огонь
1278,2024-01-07,485,85,10671,1,1,"8 января, дева",Дева,Земля
1279,2024-01-07,225,34,10089,1,1,"8 января, весы",Весы,Воздух
1280,2024-01-07,921,211,16839,2,1,"8 января, скорпион",Скорпион,Вода
1281,2024-01-07,342,63,9619,3,1,"8 января, стрелец",Стрелец,Огонь
1282,2024-01-07,1417,355,39246,13,1,"8 января, козерог",Козерог,Земля
1283,2024-01-07,391,102,12092,2,1,"8 января, водолей",Водолей,Воздух
1284,2024-01-07,378,44,13583,4,1,"8 января, рыбы",Рыбы,Вода
1286,2024-01-06,468,62,12543,25,1,"7 января, овен",Овен,Огонь
1287,2024-01-06,1152,157,20960,2,1,"7 января, телец",Телец,Земля
1288,2024-01-06,586,121,15402,11,1,"7 января, близнецы",Близнецы,Воздух
1289,2024-01-06,520,58,12542,12,1,"7 января, рак",Рак,Вода
1290,2024-01-06,353,55,12262,3,1,"7 января, лев",Лев,Огонь
1291,2024-01-06,303,83,12799,4,1,"7 января, дева",Дева,Земля
1292,2024-01-06,249,59,10160,7,1,"7 января, весы",Весы,Воздух
1293,2024-01-06,781,140,20120,6,1,"7 января, скорпион",Скорпион,Вода
1294,2024-01-06,235,131,10010,4,1,"7 января, стрелец",Стрелец,Огонь
1295,2024-01-06,263,43,9221,2,1,"7 января, козерог",Козерог,Земля
1296,2024-01-06,276,60,10057,2,1,"7 января, водолей",Водолей,Воздух
1297,2024-01-06,685,129,19714,4,1,"7 января, рыбы",Рыбы,Вода
1298,2024-01-05,536,108,16880,5,1,"6 января, овен",Овен,Огонь
1299,2024-01-05,1883,241,35347,9,1,"6 января, телец",Телец,Земля
1300,2024-01-05,311,130,10684,2,1,"6 января, близнецы",Близнецы,Воздух
1301,2024-01-05,835,152,19014,4,1,"6 января, рак",Рак,Вода
1302,2024-01-05,401,97,9885,1,1,"6 января, лев",Лев,Огонь
1303,2024-01-05,434,62,11882,0,1,"6 января, дева",Дева,Земля
1304,2024-01-05,477,86,12852,5,1,"6 января, весы",Весы,Воздух
1305,2024-01-05,1992,300,37208,5,1,"6 января, скорпион",Скорпион,Вода
1306,2024-01-05,180,30,8140,0,1,"6 января, стрелец",Стрелец,Огонь
1307,2024-01-05,613,120,13808,2,1,"6 января, козерог",Козерог,Земля
1308,2024-01-05,600,69,13672,2,1,"6 января, водолей",Водолей,Воздух
1309,2024-01-05,255,38,10926,4,1,"6 января, рыбы",Рыбы,Вода
1310,2024-01-04,3977,379,63411,9,1,"5 января, овен",Овен,Огонь
1311,2024-01-04,1876,181,42266,17,1,"5 января, телец",Телец,Земля
1312,2024-01-04,638,85,15604,3,1,"5 января, близнецы",Близнецы,Воздух
1313,2024-01-04,871,117,16666,4,1,"5 января, рак",Рак,Вода
1314,2024-01-04,427,119,9817,5,1,"5 января, лев",Лев,Огонь
1316,2024-01-04,1455,229,30273,9,1,"5 января, дева",Дева,Земля
1317,2024-01-04,435,72,11776,9,1,"5 января, весы",Весы,Воздух
1318,2024-01-04,1439,251,25257,4,1,"5 января, скорпион",Скорпион,Вода
1319,2024-01-04,553,83,14983,3,1,"5 января, стрелец",Стрелец,Огонь
1320,2024-01-04,570,145,15964,3,1,"5 января, козерог",Козерог,Земля
1321,2024-01-04,2359,540,57771,6,1,"5 января, водолей",Водолей,Воздух
1322,2024-01-04,329,81,9440,2,1,"5 января, рыбы",Рыбы,Вода
1323,2024-01-03,351,44,11886,3,1,"4 января, овен",Овен,Огонь
1324,2024-01-03,313,56,16078,2,1,"4 января, телец",Телец,Земля
1325,2024-01-03,303,68,13996,1,1,"4 января, близнецы",Близнецы,Воздух
1326,2024-01-03,2891,342,46115,5,1,"4 января, рак",Рак,Вода
1327,2024-01-03,334,62,10225,4,1,"4 января, лев",Лев,Огонь
1328,2024-01-03,2060,258,33594,11,1,"4 января, дева",Дева,Земля
1329,2024-01-03,584,66,13321,3,1,"4 января, весы",Весы,Воздух
1330,2024-01-03,370,51,11522,6,1,"4 января, скорпион",Скорпион,Вода
1331,2024-01-03,1825,251,38171,6,1,"4 января, стрелец",Стрелец,Огонь
1332,2024-01-03,701,97,17891,2,1,"4 января, козерог",Козерог,Земля
1333,2024-01-03,334,70,12921,0,1,"4 января, водолей",Водолей,Воздух
1334,2024-01-03,506,73,11933,5,1,"4 января, рыбы",Рыбы,Вода
1336,2024-01-02,1812,414,36660,0,1,"3 января, овен",Овен,Огонь
1337,2024-01-02,549,84,19302,3,1,"3 января, телец",Телец,Земля
1338,2024-01-02,735,106,24831,3,1,"3 января, близнецы",Близнецы,Воздух
1339,2024-01-02,616,146,13935,4,1,"3 января, рак",Рак,Вода
1340,2024-01-02,763,127,16567,4,1,"3 января, лев",Лев,Огонь
1341,2024-01-02,1394,218,25666,7,1,"3 января, дева",Дева,Земля
1342,2024-01-02,624,128,15324,0,1,"3 января, весы",Весы,Воздух
1343,2024-01-02,1116,116,27827,6,1,"3 января, скорпион",Скорпион,Вода
1344,2024-01-02,510,86,11711,1,1,"3 января, стрелец",Стрелец,Огонь
1345,2024-01-02,1090,148,20445,3,1,"3 января, козерог",Козерог,Земля
1346,2024-01-02,351,190,12886,3,1,"3 января, водолей",Водолей,Воздух
1347,2024-01-02,306,53,12179,4,1,"3 января, рыбы",Рыбы,Вода
1348,2024-01-01,3656,599,73159,2,1,"2 января, овен",Овен,Огонь
1349,2024-01-01,3481,407,43217,26,1,"2 января, телец",Телец,Земля
1350,2024-01-01,496,64,12927,0,1,"2 января, близнецы",Близнецы,Воздух
1351,2024-01-01,404,83,14039,4,1,"2 января, рак",Рак,Вода
1352,2024-01-01,1038,111,21470,2,1,"2 января, лев",Лев,Огонь
1353,2024-01-01,504,112,15654,2,1,"2 января, дева",Дева,Земля
1354,2024-01-01,1219,127,29798,6,1,"2 января, весы",Весы,Воздух
1355,2024-01-01,513,111,19544,6,1,"2 января, скорпион",Скорпион,Вода
1356,2024-01-01,609,116,16713,7,1,"2 января, стрелец",Стрелец,Огонь
1357,2024-01-01,7295,836,155898,31,1,"2 января, козерог",Козерог,Земля
1358,2024-01-01,999,200,28301,1,1,"2 января, водолей",Водолей,Воздух
1359,2024-01-01,545,113,14329,1,1,"2 января, рыбы",Рыбы,Вода
1361,2023-12-31,298,121,13523,5,1,"1 января, овен",Овен,Огонь
1362,2023-12-31,596,131,15636,2,1,"1 января, близнецы",Близнецы,Воздух
1363,2023-12-31,814,95,19558,2,1,"1 января, телец",Телец,Земля
1364,2023-12-31,1272,164,22866,5,1,"1 января, рак",Рак,Вода
1365,2023-12-31,554,143,18355,0,1,"1 января, лев",Лев,Огонь
1366,2023-12-31,280,66,13027,5,1,"1 января, дева",Дева,Земля
1367,2023-12-31,644,171,14654,5,1,"1 января, весы",Весы,Воздух
1368,2023-12-31,515,186,16025,1,1,"1 января, скорпион",Скорпион,Вода
1369,2023-12-31,2156,345,34464,11,1,"1 января, стрелец",Стрелец,Огонь
1370,2023-12-31,4993,388,76701,19,1,"1 января, козерог",Козерог,Земля
1371,2023-12-31,446,91,13986,2,1,"1 января, водолей",Водолей,Воздух
1372,2023-12-31,473,105,13354,3,1,"1 января, рыбы",Рыбы,Вода
1373,2023-12-30,1812,457,37039,11,1,"31 декабря, овен",Овен,Огонь
1374,2023-12-30,192,22,9807,5,1,"31 декабря, телец",Телец,Земля
1375,2023-12-30,2533,616,41595,5,1,"31 декабря, близнецы",Близнецы,Воздух
1376,2023-12-30,821,94,19527,6,1,"31 декабря, рак",Рак,Вода
1377,2023-12-30,505,115,12021,4,1,"31 декабря, лев",Лев,Огонь
1378,2023-12-30,473,111,12006,2,1,"31 декабря, дева",Дева,Земля
1379,2023-12-30,235,31,8543,1,1,"31 декабря, весы",Весы,Воздух
1380,2023-12-30,426,72,13676,0,1,"31 декабря, скорпион",Скорпион,Вода
1381,2023-12-30,580,98,14669,4,1,"31 декабря, стрелец",Стрелец,Огонь
1382,2023-12-30,1615,275,27500,0,1,"31 декабря, козерог",Козерог,Земля
1383,2023-12-30,919,115,25361,1,1,"31 декабря, водолей",Водолей,Воздух
1384,2023-12-30,227,76,8397,0,1,"31 декабря, рыбы",Рыбы,Вода
1385,2023-12-29,610,89,14294,2,1,"30 декабря, овен",Овен,Огонь
1386,2023-12-29,553,107,18210,20,1,"30 декабря, телец",Телец,Земля
1387,2023-12-29,435,116,15310,0,1,"30 декабря, близнецы",Близнецы,Воздух
1388,2023-12-29,248,146,11760,1,1,"30 декабря, рак",Рак,Вода
1389,2023-12-29,325,47,19306,2,1,"30 декабря, лев",Лев,Огонь
1390,2023-12-29,668,132,13410,0,1,"30 декабря, дева",Дева,Земля
1391,2023-12-29,676,111,17591,2,1,"30 декабря, весы",Весы,Воздух
1392,2023-12-29,1182,222,26660,17,1,"30 декабря, скорпион",Скорпион,Вода
1393,2023-12-29,344,73,10173,1,1,"30 декабря, стрелец",Стрелец,Огонь
1394,2023-12-29,439,98,14531,3,1,"30 декабря, козерог",Козерог,Земля
1395,2023-12-29,299,79,8891,0,1,"30 декабря, водолей",Водолей,Воздух
1396,2023-12-29,212,64,9150,3,1,"30 декабря, рыбы",Рыбы,Вода
1397,2023-12-28,456,118,14780,4,1,"29 декабря, овен",Овен,Огонь
1398,2023-12-28,389,53,10874,3,1,"29 декабря, телец",Телец,Земля
1399,2023-12-28,369,44,11426,8,1,"29 декабря, близнецы",Близнецы,Воздух
1400,2023-12-28,422,96,11049,6,1,"29 декабря, рак",Рак,Вода
1401,2023-12-28,3723,458,69914,54,1,"29 декабря, лев",Лев,Огонь
1402,2023-12-28,1764,149,30381,6,1,"29 декабря, дева",Дева,Земля
1403,2023-12-28,295,72,13225,3,1,"29 декабря, весы",Весы,Воздух
1404,2023-12-28,1391,288,25893,1,1,"29 декабря, скорпион",Скорпион,Вода
1405,2023-12-28,592,127,13666,2,1,"29 декабря, стрелец",Стрелец,Огонь
1406,2023-12-28,666,142,19331,6,1,"29 декабря, козерог",Козерог,Земля
1407,2023-12-28,545,108,14408,2,1,"29 декабря, водолей",Водолей,Воздух
1408,2023-12-27,467,145,14695,2,1,"29 декабря, рыбы",Рыбы,Вода
1409,2023-12-27,739,162,14423,8,1,"28 декабря, телец",Телец,Земля
1410,2023-12-27,1284,278,22419,11,1,"28 декабря, овен",Овен,Огонь
1411,2023-12-27,552,121,16284,3,1,"28 декабря, близнецы",Близнецы,Воздух
1412,2023-12-27,485,131,16427,2,1,"28 декабря, рак",Рак,Вода
1413,2023-12-27,566,100,12746,2,1,"28 декабря, лев",Лев,Огонь
1414,2023-12-27,548,76,15373,3,1,"28 декабря, дева",Дева,Земля
1415,2023-12-27,2579,485,44195,19,1,"28 декабря, весы",Весы,Воздух
1417,2023-12-27,1538,384,29896,6,1,"28 декабря, скорпион",Скорпион,Вода
1418,2023-12-27,396,85,12125,4,1,"28 декабря, стрелец",Стрелец,Огонь
1419,2023-12-27,557,106,15016,4,1,"28 декабря, козерог",Козерог,Земля
1420,2023-12-27,446,118,10172,2,1,"28 декабря, водолей",Водолей,Воздух
1421,2023-12-27,390,98,10870,1,1,"28 декабря, рыбы",Рыбы,Вода
1422,2023-12-26,1561,191,23753,9,1,"27 декабря, овен",Овен,Огонь
1423,2023-12-26,1089,143,20598,17,1,"27 декабря, телец",Телец,Земля
1424,2023-12-26,465,70,11478,4,1,"27 декабря, близнецы",Близнецы,Воздух
1425,2023-12-26,307,119,15226,4,1,"27 декабря, рак",Рак,Вода
1426,2023-12-26,2545,554,41403,9,1,"27 декабря, лев",Лев,Огонь
1427,2023-12-26,438,75,9206,1,1,"27 декабря, дева",Дева,Земля
1428,2023-12-26,402,71,11802,4,1,"27 декабря, весы",Весы,Воздух
1429,2023-12-26,934,183,20265,4,1,"27 декабря, скорпион",Скорпион,Вода
1430,2023-12-26,366,88,10809,2,1,"27 декабря, стрелец",Стрелец,Огонь
1431,2023-12-26,383,102,9539,1,1,"27 декабря, козерог",Козерог,Земля
1432,2023-12-26,373,122,12913,2,1,"27 декабря, водолей",Водолей,Воздух
1433,2023-12-26,1359,276,26199,14,1,"27 декабря, рыбы",Рыбы,Вода
1434,2023-12-25,882,95,23973,3,1,"27 декабря, овен",Овен,Огонь
1435,2023-12-25,517,173,18635,2,1,"27 декабря, телец",Телец,Земля
1436,2023-12-25,781,234,20206,3,1,"27 декабря, близнецы",Близнецы,Воздух
1437,2023-12-25,910,144,20229,15,1,"27 декабря, рак",Рак,Вода
1438,2023-12-25,213,63,10166,0,1,"27 декабря, лев",Лев,Огонь
1439,2023-12-25,257,105,12528,7,1,"27 декабря, дева",Дева,Земля
1440,2023-12-25,685,163,16697,6,1,"27 декабря, весы",Весы,Воздух
1441,2023-12-25,533,101,14904,9,1,"27 декабря, скорпион",Скорпион,Вода
